cod;nome;período;valor
17;TO;1998;26.31
21;MA;1998;16.14
22;PI;1998;18.02
23;CE;1998;49.69
24;RN;1998;31.73
25;PB;1998;51.24
26;PE;1998;234.76
27;AL;1998;60.89
28;SE;1998;34.48
29;BA;1998;32.34
31;MG;1998;28.67
32;ES;1998;205.79
33;RJ;1998;229.31
35;SP;1998;154.07
41;PR;1998;54.81
42;SC;1998;23.21
53;DF;1998;117.93
43;RS;1998;52.18
50;MS;1998;97.74
51;MT;1998;89.58
42;SC;1999;18.38
11;RO;1999;93.29
12;AC;1999;32.66
13;AM;1999;84.3
14;RR;1999;194.54
15;PA;1999;40.78
16;AP;1999;166.38
17;TO;1999;34.04
21;MA;1999;13.18
22;PI;1999;18.07
23;CE;1999;48.9
24;RN;1999;20.33
25;PB;1999;41.6
26;PE;1999;206.09
27;AL;1999;62.48
28;SE;1999;58.02
29;BA;1999;22.28
31;MG;1999;28.74
32;ES;1999;174.46
33;RJ;1999;202.49
35;SP;1999;166.31
41;PR;1999;57.71
43;RS;1999;55.74
50;MS;1999;83.18
51;MT;1999;82.45
52;GO;1999;51.61
53;DF;1999;118.22
11;RO;2000;90.17
43;RS;2000;56.47
50;MS;2000;92.79
51;MT;2000;101.48
52;GO;2000;64.43
53;DF;2000;118.49
42;SC;2000;20.4
41;PR;2000;62.56
35;SP;2000;162.99
33;RJ;2000;192.34
32;ES;2000;148.64
31;MG;2000;41.28
29;BA;2000;29.43
28;SE;2000;77.05
27;AL;2000;86.41
26;PE;2000;196.95
25;PB;2000;56.65
24;RN;2000;26.92
23;CE;2000;54.67
22;PI;2000;28.13
21;MA;2000;19.72
17;TO;2000;45.24
16;AP;2000;135.96
15;PA;2000;39.76
14;RR;2000;116.18
13;AM;2000;75.18
12;AC;2000;65.11
53;DF;2001;126.72
17;TO;2001;43.02
16;AP;2001;135.53
15;PA;2001;46.97
14;RR;2001;91.03
13;AM;2001;57.06
12;AC;2001;70.07
11;RO;2001;96.05
21;MA;2001;30.61
22;PI;2001;26.2
23;CE;2001;55.86
24;RN;2001;33.8
25;PB;2001;52.84
26;PE;2001;219.39
27;AL;2001;106.09
28;SE;2001;105.68
29;BA;2001;40.41
31;MG;2001;44.35
32;ES;2001;152.87
33;RJ;2001;190
35;SP;2001;160.86
41;PR;2001;70.44
42;SC;2001;24.67
43;RS;2001;60.38
50;MS;2001;76.29
51;MT;2001;96.8
52;GO;2001;69.93
17;TO;2002;38.83
11;RO;2002;119.78
16;AP;2002;140.3
15;PA;2002;58.99
14;RR;2002;117.18
13;AM;2002;63.73
12;AC;2002;89.89
26;PE;2002;205.14
27;AL;2002;121.27
28;SE;2002;109.47
29;BA;2002;44.6
31;MG;2002;57.12
32;ES;2002;179.6
33;RJ;2002;220.58
35;SP;2002;149.22
41;PR;2002;84.73
42;SC;2002;29.7
43;RS;2002;65.04
50;MS;2002;90.46
51;MT;2002;93.61
52;GO;2002;83.43
53;DF;2002;115.45
25;PB;2002;58.68
24;RN;2002;31.42
23;CE;2002;60.46
22;PI;2002;34.61
21;MA;2002;31.87
35;SP;2003;143.89
53;DF;2003;127.31
51;MT;2003;90.11
50;MS;2003;100.22
43;RS;2003;64.12
42;SC;2003;35.85
41;PR;2003;92.79
15;PA;2003;67.49
14;RR;2003;88.54
13;AM;2003;68.52
12;AC;2003;72.31
11;RO;2003;91.68
52;GO;2003;82.1
16;AP;2003;148.56
17;TO;2003;41.66
21;MA;2003;42.02
22;PI;2003;30.34
23;CE;2003;64.32
24;RN;2003;42.36
25;PB;2003;62.72
26;PE;2003;206.49
27;AL;2003;132.73
28;SE;2003;86.65
29;BA;2003;56.03
31;MG;2003;77.47
32;ES;2003;171.89
33;RJ;2003;219.44
12;AC;2004;72.95
53;DF;2004;120.89
52;GO;2004;94.64
51;MT;2004;85.08
50;MS;2004;92.04
43;RS;2004;68.49
42;SC;2004;32.18
41;PR;2004;105.44
35;SP;2004;110.73
33;RJ;2004;211.62
32;ES;2004;177.87
31;MG;2004;88.89
29;BA;2004;56.5
28;SE;2004;76.09
27;AL;2004;132.2
26;PE;2004;191.61
25;PB;2004;63.4
24;RN;2004;39.1
23;CE;2004;67.19
22;PI;2004;34.01
21;MA;2004;39.63
17;TO;2004;46.5
16;AP;2004;125.07
15;PA;2004;72.82
14;RR;2004;65.14
13;AM;2004;60.1
11;RO;2004;115.17
22;PI;2005;42.34
24;RN;2005;47.71
25;PB;2005;71.3
26;PE;2005;201.62
27;AL;2005;147.19
28;SE;2005;81.36
29;BA;2005;74.35
31;MG;2005;85.2
32;ES;2005;168.96
33;RJ;2005;203.18
35;SP;2005;79.97
41;PR;2005;112.84
42;SC;2005;36.22
43;RS;2005;69.66
50;MS;2005;85.32
51;MT;2005;89.05
52;GO;2005;95.68
53;DF;2005;112.06
11;RO;2005;93.98
12;AC;2005;60.5
13;AM;2005;67.62
14;RR;2005;66.43
15;PA;2005;95.56
16;AP;2005;131.93
17;TO;2005;40.21
21;MA;2005;50.48
23;CE;2005;75.42
31;MG;2006;81.9
53;DF;2006;107.92
52;GO;2006;93.25
51;MT;2006;93
50;MS;2006;89.4
43;RS;2006;66.99
42;SC;2006;35.04
41;PR;2006;114.38
35;SP;2006;71.79
33;RJ;2006;198.61
32;ES;2006;180.71
11;RO;2006;98.42
12;AC;2006;80.23
13;AM;2006;80.04
14;RR;2006;66.02
15;PA;2006;103.88
16;AP;2006;137.2
17;TO;2006;55.99
21;MA;2006;51.72
22;PI;2006;47.57
23;CE;2006;74.98
24;RN;2006;48.45
25;PB;2006;81.38
26;PE;2006;200.85
27;AL;2006;205.5
28;SE;2006;106.99
29;BA;2006;84.08
28;SE;2007;94.75
11;RO;2007;82.97
12;AC;2007;62.31
13;AM;2007;79.1
14;RR;2007;68.79
15;PA;2007;108.49
16;AP;2007;114.28
17;TO;2007;40.62
21;MA;2007;61.27
22;PI;2007;37.51
23;CE;2007;84.63
24;RN;2007;64.41
25;PB;2007;80.79
26;PE;2007;207.07
27;AL;2007;232.01
29;BA;2007;94.13
31;MG;2007;79.87
32;ES;2007;184.69
33;RJ;2007;178.63
35;SP;2007;52.22
41;PR;2007;118.25
42;SC;2007;34.73
43;RS;2007;76.35
50;MS;2007;93.44
51;MT;2007;78.03
52;GO;2007;94.95
53;DF;2007;116.68
43;RS;2008;80.58
50;MS;2008;94.21
51;MT;2008;90.29
52;GO;2008;108.86
31;MG;2008;74.25
53;DF;2008;128.81
11;RO;2008;79.95
12;AC;2008;68.01
13;AM;2008;87.24
14;RR;2008;53.22
15;PA;2008;138.93
16;AP;2008;142.41
17;TO;2008;53.79
21;MA;2008;69.92
22;PI;2008;37.11
23;CE;2008;89.91
24;RN;2008;81.13
25;PB;2008;99.36
26;PE;2008;201.09
27;AL;2008;244.35
28;SE;2008;99.54
29;BA;2008;131.75
42;SC;2008;43.69
41;PR;2008;126.83
35;SP;2008;49.27
33;RJ;2008;150.57
32;ES;2008;202.81
42;SC;2009;45.18
11;RO;2009;84.46
12;AC;2009;67.92
13;AM;2009;97.78
14;RR;2009;63.73
15;PA;2009;144.6
16;AP;2009;105.34
17;TO;2009;57.71
21;MA;2009;76.22
22;PI;2009;42.39
23;CE;2009;92.75
24;RN;2009;93.99
25;PB;2009;124
26;PE;2009;173.54
27;AL;2009;235.91
28;SE;2009;103.49
29;BA;2009;153.77
31;MG;2009;70.01
32;ES;2009;208.86
33;RJ;2009;138.89
35;SP;2009;49.06
41;PR;2009;136.64
53;DF;2009;135.43
52;GO;2009;107.94
51;MT;2009;97.67
50;MS;2009;96.3
43;RS;2009;70.82
43;RS;2010;64.6
29;BA;2010;159.56
28;SE;2010;110.25
27;AL;2010;273.53
26;PE;2010;151.63
25;PB;2010;148.06
24;RN;2010;88.23
23;CE;2010;117.23
22;PI;2010;41.1
21;MA;2010;81.57
17;TO;2010;76.54
16;AP;2010;162.13
15;PA;2010;159.34
14;RR;2010;65.17
13;AM;2010;111.57
12;AC;2010;62.3
11;RO;2010;87.05
31;MG;2010;65.79
32;ES;2010;188.88
33;RJ;2010;148.39
35;SP;2010;43.6
41;PR;2010;128.26
42;SC;2010;38.59
53;DF;2010;115.03
52;GO;2010;117.28
51;MT;2010;99.17
50;MS;2010;77.85
32;ES;2011;181.2
11;RO;2011;67.36
12;AC;2011;58.71
13;AM;2011;139.07
14;RR;2011;49.64
15;PA;2011;145.93
16;AP;2011;108.2
17;TO;2011;65.33
21;MA;2011;80.07
22;PI;2011;48.3
23;CE;2011;121.54
24;RN;2011;121
25;PB;2011;162.06
26;PE;2011;148.59
27;AL;2011;283.6
28;SE;2011;113.85
29;BA;2011;145.61
31;MG;2011;76.89
33;RJ;2011;116.34
35;SP;2011;42.14
41;PR;2011;118.51
42;SC;2011;40.15
43;RS;2011;67.51
50;MS;2011;79.51
51;MT;2011;99.94
52;GO;2011;127.38
53;DF;2011;122.67
12;AC;2012;86.05
53;DF;2012;127.5
52;GO;2012;160.65
51;MT;2012;113.2
50;MS;2012;77.29
43;RS;2012;76.52
31;MG;2012;86.47
32;ES;2012;175.32
33;RJ;2012;116.57
35;SP;2012;48.75
41;PR;2012;123.26
11;RO;2012;82.78
13;AM;2012;123.11
14;RR;2012;90.46
15;PA;2012;145.51
16;AP;2012;147.45
17;TO;2012;78.57
21;MA;2012;96.1
22;PI;2012;57.95
23;CE;2012;183.28
24;RN;2012;135.71
25;PB;2012;163.2
42;SC;2012;41.36
26;PE;2012;142.12
27;AL;2012;264.39
28;SE;2012;149.83
29;BA;2012;169.98
12;AC;2013;95.7
16;AP;2013;128.62
17;TO;2013;60
21;MA;2013;118.72
22;PI;2013;73.41
23;CE;2013;210.44
24;RN;2013;183.6
25;PB;2013;162.98
26;PE;2013;132.31
27;AL;2013;285.53
28;SE;2013;164.32
29;BA;2013;157.29
11;RO;2013;76.75
31;MG;2013;91.63
32;ES;2013;179.2
33;RJ;2013;131.27
35;SP;2013;43.04
41;PR;2013;100.46
42;SC;2013;36.5
43;RS;2013;73.87
50;MS;2013;70.34
51;MT;2013;117.12
52;GO;2013;170.04
53;DF;2013;112.59
15;PA;2013;145.45
14;RR;2013;94.37
13;AM;2013;111.61
43;RS;2014;93.55
31;MG;2014;92.23
32;ES;2014;176.22
33;RJ;2014;147.36
35;SP;2014;46.93
