cod;nome;período;valor
33;RJ;1992;4212
35;SP;1992;8472
41;PR;1992;971
42;SC;1992;311
43;RS;1992;1409
50;MS;1992;365
51;MT;1992;316
52;GO;1992;703
52;GO;1993;636
11;RO;1993;439
12;AC;1993;101
13;AM;1993;316
14;RR;1993;63
15;PA;1993;577
16;AP;1993;61
17;TO;1993;81
21;MA;1993;359
22;PI;1993;104
23;CE;1993;640
24;RN;1993;222
25;PB;1993;337
26;PE;1993;2543
27;AL;1993;569
28;SE;1993;286
29;BA;1993;1364
31;MG;1993;1028
32;ES;1993;995
33;RJ;1993;4972
35;SP;1993;8498
41;PR;1993;1099
42;SC;1993;337
43;RS;1993;1064
50;MS;1993;413
51;MT;1993;325
53;DF;1993;503
26;PE;1994;2399
53;DF;1994;505
52;GO;1994;681
51;MT;1994;296
50;MS;1994;472
43;RS;1994;1196
42;SC;1994;301
41;PR;1994;1130
35;SP;1994;9194
33;RJ;1994;5922
32;ES;1994;1053
31;MG;1994;941
29;BA;1994;1551
28;SE;1994;307
27;AL;1994;567
25;PB;1994;354
24;RN;1994;191
23;CE;1994;573
22;PI;1994;89
21;MA;1994;289
17;TO;1994;95
16;AP;1994;109
15;PA;1994;657
14;RR;1994;72
13;AM;1994;359
12;AC;1994;77
11;RO;1994;360
25;PB;1995;391
35;SP;1995;10596
21;MA;1995;344
22;PI;1995;95
23;CE;1995;790
24;RN;1995;217
17;TO;1995;72
26;PE;1995;2498
27;AL;1995;680
28;SE;1995;227
29;BA;1995;1360
31;MG;1995;1057
32;ES;1995;1031
33;RJ;1995;7617
16;AP;1995;113
15;PA;1995;641
14;RR;1995;79
13;AM;1995;383
12;AC;1995;86
11;RO;1995;292
42;SC;1995;372
41;PR;1995;1223
43;RS;1995;1288
50;MS;1995;582
51;MT;1995;516
52;GO;1995;652
53;DF;1995;572
29;BA;1996;1707
43;RS;1996;1290
50;MS;1996;642
51;MT;1996;568
52;GO;1996;663
53;DF;1996;562
31;MG;1996;1075
32;ES;1996;1067
33;RJ;1996;7369
35;SP;1996;11361
41;PR;1996;1225
11;RO;1996;256
42;SC;1996;345
12;AC;1996;89
13;AM;1996;417
14;RR;1996;89
15;PA;1996;622
16;AP;1996;141
17;TO;1996;105
21;MA;1996;330
22;PI;1996;102
23;CE;1996;793
24;RN;1996;206
25;PB;1996;530
26;PE;1996;2773
27;AL;1996;671
28;SE;1996;207
53;DF;1997;565
52;GO;1997;646
51;MT;1997;673
50;MS;1997;652
43;RS;1997;1458
42;SC;1997;372
41;PR;1997;1424
35;SP;1997;11509
33;RJ;1997;7298
32;ES;1997;1287
31;MG;1997;1168
29;BA;1997;1805
28;SE;1997;172
27;AL;1997;580
26;PE;1997;3463
25;PB;1997;449
24;RN;1997;208
23;CE;1997;941
22;PI;1997;129
21;MA;1997;285
17;TO;1997;93
16;AP;1997;128
15;PA;1997;678
14;RR;1997;80
13;AM;1997;433
12;AC;1997;86
11;RO;1997;322
50;MS;1998;595
53;DF;1998;579
52;GO;1998;616
11;RO;1998;449
12;AC;1998;98
13;AM;1998;481
14;RR;1998;122
15;PA;1998;707
16;AP;1998;148
17;TO;1998;110
21;MA;1998;247
22;PI;1998;119
23;CE;1998;889
24;RN;1998;202
25;PB;1998;414
26;PE;1998;4141
27;AL;1998;537
28;SE;1998;162
29;BA;1998;1169
31;MG;1998;1310
32;ES;1998;1508
33;RJ;1998;7000
35;SP;1998;12952
41;PR;1998;1447
42;SC;1998;345
43;RS;1998;1343
51;MT;1998;737
52;GO;1999;733
33;RJ;1999;6695
32;ES;1999;1396
31;MG;1999;1373
29;BA;1999;823
28;SE;1999;288
27;AL;1999;499
26;PE;1999;3949
25;PB;1999;369
24;RN;1999;200
23;CE;1999;1012
22;PI;1999;126
21;MA;1999;233
17;TO;1999;121
16;AP;1999;175
15;PA;1999;601
14;RR;1999;139
13;AM;1999;475
12;AC;1999;44
11;RO;1999;392
53;DF;1999;598
35;SP;1999;14640
41;PR;1999;1522
42;SC;1999;335
43;RS;1999;1370
50;MS;1999;508
51;MT;1999;751
23;CE;2000;1131
53;DF;2000;644
52;GO;2000;940
51;MT;2000;909
50;MS;2000;577
43;RS;2000;1491
42;SC;2000;380
41;PR;2000;1623
35;SP;2000;14441
33;RJ;2000;6795
32;ES;2000;1322
31;MG;2000;1857
29;BA;2000;1108
28;SE;2000;373
27;AL;2000;663
26;PE;2000;3980
25;PB;2000;463
24;RN;2000;235
22;PI;2000;214
21;MA;2000;320
17;TO;2000;160
16;AP;2000;152
15;PA;2000;743
14;RR;2000;108
13;AM;2000;516
12;AC;2000;93
11;RO;2000;419
25;PB;2001;439
24;RN;2001;297
23;CE;2001;1170
22;PI;2001;226
52;GO;2001;1035
53;DF;2001;649
21;MA;2001;509
17;TO;2001;189
16;AP;2001;170
15;PA;2001;869
14;RR;2001;101
13;AM;2001;430
12;AC;2001;109
11;RO;2001;508
33;RJ;2001;6767
32;ES;2001;1319
31;MG;2001;2124
29;BA;2001;1500
28;SE;2001;487
27;AL;2001;775
35;SP;2001;14669
26;PE;2001;4409
51;MT;2001;880
50;MS;2001;555
43;RS;2001;1674
42;SC;2001;417
41;PR;2001;1852
28;SE;2002;519
33;RJ;2002;7748
50;MS;2002;605
32;ES;2002;1494
31;MG;2002;2700
43;RS;2002;1714
42;SC;2002;510
41;PR;2002;2061
35;SP;2002;13471
51;MT;2002;856
52;GO;2002;1225
53;DF;2002;591
11;RO;2002;569
12;AC;2002;140
13;AM;2002;478
14;RR;2002;110
15;PA;2002;1119
16;AP;2002;169
17;TO;2002;150
21;MA;2002;567
22;PI;2002;279
23;CE;2002;1320
24;RN;2002;276
25;PB;2002;551
26;PE;2002;4118
27;AL;2002;921
29;BA;2002;1634
16;AP;2003;170
53;DF;2003;678
52;GO;2003;1201
51;MT;2003;818
50;MS;2003;640
43;RS;2003;1731
42;SC;2003;600
41;PR;2003;2326
35;SP;2003;13017
33;RJ;2003;7579
32;ES;2003;1487
31;MG;2003;3493
29;BA;2003;2014
28;SE;2003;435
27;AL;2003;972
26;PE;2003;4243
25;PB;2003;579
24;RN;2003;373
23;CE;2003;1460
22;PI;2003;265
21;MA;2003;726
17;TO;2003;182
15;PA;2003;1311
14;RR;2003;100
13;AM;2003;523
12;AC;2003;132
11;RO;2003;514
11;RO;2004;529
16;AP;2004;157
21;MA;2004;679
22;PI;2004;301
23;CE;2004;1459
24;RN;2004;323
25;PB;2004;611
26;PE;2004;3898
27;AL;2004;960
28;SE;2004;424
29;BA;2004;2064
31;MG;2004;3913
32;ES;2004;1482
33;RJ;2004;7221
35;SP;2004;10474
41;PR;2004;2573
42;SC;2004;559
43;RS;2004;1787
50;MS;2004;601
51;MT;2004;754
17;TO;2004;180
52;GO;2004;1377
53;DF;2004;642
15;PA;2004;1426
14;RR;2004;78
13;AM;2004;477
12;AC;2004;104
29;BA;2005;2669
53;DF;2005;610
42;SC;2005;564
43;RS;2005;1812
50;MS;2005;561
51;MT;2005;815
52;GO;2005;1334
11;RO;2005;506
12;AC;2005;111
13;AM;2005;551
14;RR;2005;84
15;PA;2005;1797
16;AP;2005;181
17;TO;2005;169
21;MA;2005;877
22;PI;2005;328
23;CE;2005;1555
24;RN;2005;364
25;PB;2005;683
26;PE;2005;4048
27;AL;2005;1129
28;SE;2005;459
31;MG;2005;3846
32;ES;2005;1453
33;RJ;2005;6885
35;SP;2005;8091
41;PR;2005;2738
11;RO;2006;531
51;MT;2006;825
41;PR;2006;2839
35;SP;2006;7582
33;RJ;2006;6858
32;ES;2006;1578
31;MG;2006;3783
29;BA;2006;3065
28;SE;2006;545
27;AL;2006;1514
26;PE;2006;4162
25;PB;2006;762
24;RN;2006;413
23;CE;2006;1658
22;PI;2006;386
21;MA;2006;902
17;TO;2006;207
16;AP;2006;189
15;PA;2006;1930
14;RR;2006;96
52;GO;2006;1364
53;DF;2006;611
42;SC;2006;574
43;RS;2006;1821
50;MS;2006;627
13;AM;2006;646
12;AC;2006;143
33;RJ;2007;6121
53;DF;2007;656
52;GO;2007;1382
51;MT;2007;794
50;MS;2007;641
43;RS;2007;2003
42;SC;2007;560
41;PR;2007;2860
35;SP;2007;5834
32;ES;2007;1691
31;MG;2007;3722
29;BA;2007;3408
28;SE;2007;488
27;AL;2007;1727
26;PE;2007;4262
25;PB;2007;793
24;RN;2007;547
23;CE;2007;1806
22;PI;2007;346
21;MA;2007;1063
17;TO;2007;196
16;AP;2007;160
15;PA;2007;2049
14;RR;2007;97
13;AM;2007;663
12;AC;2007;119
11;RO;2007;404
43;RS;2008;2161
11;RO;2008;440
12;AC;2008;120
13;AM;2008;767
14;RR;2008;90
15;PA;2008;2687
16;AP;2008;196
17;TO;2008;216
21;MA;2008;1196
22;PI;2008;323
53;DF;2008;748
52;GO;2008;1629
51;MT;2008;851
50;MS;2008;639
23;CE;2008;1902
24;RN;2008;655
25;PB;2008;942
26;PE;2008;4140
27;AL;2008;1804
28;SE;2008;525
29;BA;2008;4485
31;MG;2008;3511
32;ES;2008;1756
33;RJ;2008;5274
35;SP;2008;5660
41;PR;2008;3132
42;SC;2008;715
28;SE;2009;617
11;RO;2009;486
12;AC;2009;137
13;AM;2009;849
14;RR;2009;94
15;PA;2009;2802
16;AP;2009;178
17;TO;2009;258
21;MA;2009;1311
22;PI;2009;354
23;CE;2009;2025
24;RN;2009;743
25;PB;2009;1164
26;PE;2009;3656
27;AL;2009;1762
29;BA;2009;5078
31;MG;2009;3340
32;ES;2009;1769
33;RJ;2009;5000
35;SP;2009;5882
41;PR;2009;3361
42;SC;2009;726
43;RS;2009;2017
50;MS;2009;660
51;MT;2009;905
52;GO;2009;1733
53;DF;2009;806
17;TO;2010;293
28;SE;2010;633
29;BA;2010;5398
31;MG;2010;3236
32;ES;2010;1618
21;MA;2010;1402
11;RO;2010;508
12;AC;2010;146
13;AM;2010;1017
14;RR;2010;110
22;PI;2010;371
15;PA;2010;3286
16;AP;2010;244
33;RJ;2010;5310
35;SP;2010;5355
41;PR;2010;3248
42;SC;2010;712
43;RS;2010;1856
50;MS;2010;579
51;MT;2010;890
52;GO;2010;1795
53;DF;2010;720
27;AL;2010;1950
26;PE;2010;3226
25;PB;2010;1336
24;RN;2010;739
23;CE;2010;2515
22;PI;2011;408
11;RO;2011;401
12;AC;2011;146
13;AM;2011;1210
14;RR;2011;84
15;PA;2011;2881
16;AP;2011;190
17;TO;2011;311
21;MA;2011;1460
23;CE;2011;2603
24;RN;2011;978
25;PB;2011;1474
26;PE;2011;3202
27;AL;2011;2106
28;SE;2011;671
29;BA;2011;5089
31;MG;2011;3804
32;ES;2011;1505
33;RJ;2011;4403
35;SP;2011;5257
41;PR;2011;3086
42;SC;2011;737
43;RS;2011;1869
50;MS;2011;595
51;MT;2011;920
52;GO;2011;2005
53;DF;2011;823
22;PI;2012;479
23;CE;2012;3621
24;RN;2012;1060
25;PB;2012;1388
26;PE;2012;3106
27;AL;2012;1913
28;SE;2012;817
29;BA;2012;5702
31;MG;2012;4100
32;ES;2012;1504
33;RJ;2012;4386
35;SP;2012;5920
41;PR;2012;3162
42;SC;2012;717
43;RS;2012;2135
50;MS;2012;606
51;MT;2012;972
52;GO;2012;2540
53;DF;2012;875
11;RO;2012;475
12;AC;2012;192
13;AM;2012;1225
14;RR;2012;126
15;PA;2012;2993
16;AP;2012;236
17;TO;2012;330
21;MA;2012;1662
21;MA;2013;2031
23;CE;2013;4195
24;RN;2013;1357
25;PB;2013;1424
26;PE;2013;2867
27;AL;2013;2005
28;SE;2013;908
29;BA;2013;5260
31;MG;2013;4286
32;ES;2013;1451
33;RJ;2013;4687
53;DF;2013;759
52;GO;2013;2698
51;MT;2013;1064
50;MS;2013;555
43;RS;2013;2108
42;SC;2013;686
41;PR;2013;2653
35;SP;2013;5403
11;RO;2013;431
12;AC;2013;202
13;AM;2013;1095
14;RR;2013;178
15;PA;2013;3157
16;AP;2013;206
17;TO;2013;307
22;PI;2013;549
22;PI;2014;654
32;ES;2014;1469
33;RJ;2014;5196
35;SP;2014;5561
41;PR;2014;2694
42;SC;2014;794
43;RS;2014;2474
50;MS;2014;615
51;MT;2014;1247
52;GO;2014;2591
53;DF;2014;783
11;RO;2014;521
12;AC;2014;212
13;AM;2014;1159
14;RR;2014;133
15;PA;2014;3189
16;AP;2014;236
17;TO;2014;342
21;MA;2014;2307
23;CE;2014;4341
24;RN;2014;1500
25;PB;2014;1433
26;PE;2014;3113
27;AL;2014;1960
28;SE;2014;1023
29;BA;2014;5659
31;MG;2014;4319
22;PI;2015;582
23;CE;2015;3909
24;RN;2015;1453
25;PB;2015;1406
26;PE;2015;3606
27;AL;2015;1653
28;SE;2015;1233
29;BA;2015;5619
31;MG;2015;4114
32;ES;2015;1308
33;RJ;2015;4651
21;MA;2015;2286
17;TO;2015;454
16;AP;2015;275
15;PA;2015;3401
14;RR;2015;174
13;AM;2015;1357
12;AC;2015;198
11;RO;2015;537
35;SP;2015;4860
41;PR;2015;2691
42;SC;2015;860
43;RS;2015;2660
50;MS;2015;576
51;MT;2015;1082
52;GO;2015;2734
53;DF;2015;682
53;DF;2016;696
16;AP;2016;364
17;TO;2016;532
21;MA;2016;2247
22;PI;2016;650
23;CE;2016;3424
24;RN;2016;1754
25;PB;2016;1248
26;PE;2016;4160
27;AL;2016;1718
28;SE;2016;1404
29;BA;2016;6728
31;MG;2016;4246
32;ES;2016;1166
33;RJ;2016;5569
35;SP;2016;4358
41;PR;2016;2841
42;SC;2016;877
43;RS;2016;2913
50;MS;2016;591
51;MT;2016;1074
52;GO;2016;2789
11;RO;2016;649
15;PA;2016;3921
14;RR;2016;179
13;AM;2016;1335
12;AC;2016;340
53;DF;2017;564
11;RO;2017;491
12;AC;2017;481
13;AM;2017;1559
14;RR;2017;221
15;PA;2017;4255
16;AP;2017;356
17;TO;2017;517
21;MA;2017;2051
22;PI;2017;573
23;CE;2017;5059
24;RN;2017;2054
25;PB;2017;1253
26;PE;2017;5104
27;AL;2017;1702
28;SE;2017;1236
29;BA;2017;6986
31;MG;2017;3911
32;ES;2017;1369
33;RJ;2017;5956
35;SP;2017;4134
41;PR;2017;2511
42;SC;2017;957
43;RS;2017;3014
50;MS;2017;597
51;MT;2017;1010
52;GO;2017;2638
43;RS;2018;2441
11;RO;2018;432
12;AC;2018;374
13;AM;2018;1415
14;RR;2018;360
15;PA;2018;4185
16;AP;2018;411
17;TO;2018;520
21;MA;2018;1856
22;PI;2018;565
23;CE;2018;4425
24;RN;2018;1723
25;PB;2018;1161
26;PE;2018;3942
27;AL;2018;1374
28;SE;2018;1093
29;BA;2018;6351
31;MG;2018;3022
32;ES;2018;1063
33;RJ;2018;6013
35;SP;2018;3269
41;PR;2018;2232
42;SC;2018;751
50;MS;2018;506
51;MT;2018;901
52;GO;2018;2448
53;DF;2018;473
27;AL;2019;1025
52;GO;2019;2089
51;MT;2019;808
50;MS;2019;430
43;RS;2019;1946
42;SC;2019;653
11;RO;2019;401
12;AC;2019;290
13;AM;2019;1472
14;RR;2019;201
15;PA;2019;3155
16;AP;2019;342
17;TO;2019;420
21;MA;2019;1584
22;PI;2019;520
23;CE;2019;2196
24;RN;2019;1248
25;PB;2019;880
53;DF;2019;425
41;PR;2019;1891
35;SP;2019;2954
33;RJ;2019;3316
32;ES;2019;946
26;PE;2019;3265
31;MG;2019;2598
29;BA;2019;5717
28;SE;2019;920
